EM558,Online coursepack materials. See webliography for url and hypertext link.,0
EM570,"Legal Aspects of Engineering by Gayton, publisher:Kendall/Hunt 9th Edition ",1
EM570,"Patents, Copyeight and Trademarks By Stim. 12th Edition. Nolo Publisher: Year 2012 ( ISBN : 9781413316803)",1
EM570,"Publication Manual of the APA 6th Edition, 978-1-4338-0561-5",0
EM580,"Chang, C.M, (2005) Engineering Management: Challenges in the New Millennium. Pearson Upper Saddle River, NJ: Prentice Hall (ISBN 10: 0131446789)",1
EM580,"Newton,L,Englehardt, E, Pritchard, M. Taking Sides : Clashing Views in Business Ethics and Society 11 edition ; McGraw-Hill/Dushkin; ISBN-10: 0073527319 ",0
EM580,"Brown, C, DeHayes, D, Hoffer, J, Martin., W, & Perkins, W. (2011). Managing Information Ttechnology. NY: Prentice Hall",1
EM580,"Morse, L. & Babcock, D. (2006). Managing Engineering and Technology (5th ed.) Upper Saddle River, NJ: Prentice Hall. (ISBN 13: 978-0-13-609809-6) (ISBN-10: 0-13-609809-6)",0
EM609,"Kerzner, Harold. Advanced Project Management: Best Practices on Implementation, Second Edition. John Wiley & Sons.  2004. Available in EMU Library. <http://portal.emich.edu/vwebv/holdingsInfo?searchId=66689&recCount=50&recPointer=2&bibId=977666>",1
EM609,"Altwies, Diane, and Janice Preston. Achieve PMP Exam Success: A Concise Guide for the Busy Project Manager, 5th Edition. J. Ross Publishing. © 2013. Books24x7. <http://common.books24x7.com.ezproxy.emich.edu/toc.aspx?bookid=58345> (accessed December 17, 2013)",0
EM609,"Scordo, Christopher. PMP Exam Prep: Questions, Answers & Explanations, 2013 Edition. SSI Logic. © 2013. Books24x7. <http://common.books24x7.com.ezproxy.emich.edu/toc.aspx?bookid=55550> (accessed December 17, 2013) ",0
EM609,"Project Management Institute PMI; A Guide To The Project Management Body Of Knowledge, 5th Ed --   5th Edition (2013) ISBN-10: 1935589679",1
EM609,"Joseph Phillips. (2013). CAPM/PMP Project Management Certification All-In-One Exam Guide, Third Edition. McGraw-Hill Osborne Media. ISBN-10: 0071776044",1
EM609,"Gray, C., & Larson, E. (2008). Project management: The managerial process w/ Student CD and MS Project CD (4th ed.). New York: McGraw-Hill Higher Education. (ISBN 0073525154)  or",0
EM609,"Gray, C., & Larson, E. (2010). Project management: The managerial process w/ Student CD and MS Project CD (5th ed.). New York: McGraw-Hill Higher Education. (ISBN-978-007-742692-7; ISBN: 978-007340334-2)",0
EM620,"Morgan, J.M., & Liker, J.K. (2006). The Toyota product development system. New York: Productivity Press.  (ISBN 1-56327-282-2)",1
EM620,Product Design & Development 5th Edition. By. Karl T. Ulrich & Steven D. Eppinger. McGraw Hill. ISBN 978-0073404776,1
EM636,"Manufacturing Engineering and Technology By: Kalpakjian Serope ; Schmid, Steven R. MA: Addison-Wesley / Prentice-Hall, SIXTH Edition - Published: 03/27/2009 If necessary, a 5th edition can be used but not recommended",0
EM636,"Fundamentals of Modern Manufacturing-Materials, Processes, and Systems -- Mikell P. Groover Wiley, 2nd ed. (w/update) 2007",0
EM649,"Standard, C., & Davis, D. (1999). Running today's factory. Dearborn, MI: Society of Manufacturing Engineers. (ISBN 0-87263-513-9)",1
EM649,"Computerized Manufacturing Process Planning Systems; 1 edition. London, England: Springer. (1993). (ISBN 10:041241300). This book available at a very low cost at Amazon.com and free online at googlebooks.",0
EM659,"Order and download from https://create.mcgraw-hill.com/shop/ and search ISBN 9781121430891 or EM659 Advanced Lean Systems. If you have any issue with ordering or downloading the book please call 800-962-9342 and select option ""student"" and then Tech Support to seek solutions.",1
EM669,"Balle, F. & Balle, M. (2005), The Gold Mine: a novel of lean turnaround, , Lean Enterprise Institute, ISBN: 0-9743225-6-3 ",1
EM669,"Order and download from https://create.mcgraw-hill.com/shop/ and search ISBN 9781121430891 or EM659 Advanced Lean Systems. If you have any issue with ordering or downloading the book please call 800-962-9342 and select option ""student"" and then Tech Support to seek solutions.",0
EM695,"Taking Sides: Clashing Views in Business Ethics and Society (Paperback) By: Lisa Newton,  Elaine Englehardt , Michael Pritchard McGraw-Hill/Dushkin; 11 edition ISBN-10: 0073527319",0
EM695,"Fleddermann, C. (2011). Engineering ethics (4th. ed). Upper Saddle River, NJ: Prentice (ISBN-10: 0132145219; ISBN-13: 978-0132145213)",1
EM695,"Goleman, D., Boyatzis, R., & McKee, A. (2002). Primal leadership: Realizing the power of emotional intelligence. Boston, MA: Harvard Business School Press. (ISBN 1-57851-486-X) Available online from the EMU database: http://www.emich.edu/library/index.php  / Databases/ B/ Books 24x7/ Log in with your EMU username and password/ paste the title of the book or author  in Search/ Click Go",1
EM695,"American Psychological Association. (2009). The publication manual of the American Psychological Association (6th ed.).  Washington, DC: author. (ISBN- 10: 1433805618,  ISBN-13: 978-1433805615) ",0
EM670,"If course is taught by Dr Ahmed; Text Book is available online only. You can get the Course Pakage in pdf from McGrawHill online Store (https://create.mcgraw-hill.com/shop/) using the ISBN : Required: Design For Manufacturing - (Create McGrawHills)-- Multiple Authors ISBN: 10-1121424201;  ISBN 13: 9781121424203 McGraw Hill, 2011",1
